course_name,section,related_book,vocabulary
"AP English Literature and Composition","Week 15","Placeholder: Drama Analysis - Hamlet (Shakespeare) - Act V & Essay; Midterm Review",
"AP English Literature and Composition","Week 16","Their Eyes Were Watching God (Zora Neale Hurston) - Part 1",
"AP English Literature and Composition","Week 17","Their Eyes Were Watching God (Zora Neale Hurston) - Part 2",
"AP English Literature and Composition","Week 18","Their Eyes Were Watching God (Zora Neale Hurston) - Part 3 & Essay",
"AP English Literature and Composition","Week 19","Placeholder: Modern Poetry - Eliot, Plath, Hughes",
"AP English Literature and Composition","Week 20","Placeholder: Modern Poetry - Analysis & Comparison Essay",
"AP English Literature and Composition","Week 21","A Doll's House (Henrik Ibsen)",
"AP English Literature and Composition","Week 22","A Doll's House (Henrik Ibsen) - Analysis & Essay",
"AP English Literature and Composition","Week 23","Death of a Salesman (Arthur Miller)",
"AP English Literature and Composition","Week 24","Death of a Salesman (Arthur Miller) - Analysis & Essay",
"AP English Literature and Composition","Week 25","Placeholder: Literary Argument Essay (Open Prompt) - Brainstorming & Outlining",
"AP English Literature and Composition","Week 26","Placeholder: Literary Argument Essay - Drafting & Peer Review",
"AP English Literature and Composition","Week 27","Placeholder: AP Multiple Choice Practice - Prose Fiction",
"AP English Literature and Composition","Week 28","Placeholder: AP Multiple Choice Practice - Poetry",
"AP English Literature and Composition","Week 29","Placeholder: Full AP Practice Exam & Review",
"AP English Literature and Composition","Week 30","Placeholder: Final Thematic Review & Exam Strategies",
"Bildungsroman Overview","Week 1","Jane Eyre (Charlotte Brontë)",
"Bildungsroman Overview","Week 2","Jane Eyre (Charlotte Brontë)",
"Bildungsroman Overview","Week 3","Jane Eyre (Charlotte Brontë)",
"Bildungsroman Overview","Week 4","Great Expectations (Charles Dickens)",
"Bildungsroman Overview","Week 5","Great Expectations (Charles Dickens)",
"Bildungsroman Overview","Week 6","Great Expectations (Charles Dickens)",
"Bildungsroman Overview","Week 7","The Picture of Dorian Gray (Oscar Wilde)",
"Bildungsroman Overview","Week 8","The Picture of Dorian Gray (Oscar Wilde)",
"Bildungsroman Overview","Week 9","The Picture of Dorian Gray (Oscar Wilde)",
"Bildungsroman Overview","Week 10","Invisible Man (Ralph Ellison)",
"Bildungsroman Overview","Week 11","Invisible Man (Ralph Ellison)",
"Bildungsroman Overview","Week 12","Invisible Man (Ralph Ellison)",
"Bildungsroman Overview","Week 13","A Portrait of the Artist as a Young Man (James Joyce)",
"Bildungsroman Overview","Week 14","A Portrait of the Artist as a Young Man (James Joyce)",
"Bildungsroman Overview","Week 15","A Portrait of the Artist as a Young Man (James Joyce)",
"Bildungsroman Overview","Week 16","The Bell Jar (Sylvia Plath)",
"Bildungsroman Overview","Week 17","The Bell Jar (Sylvia Plath)",
"Bildungsroman Overview","Week 18","The Bell Jar (Sylvia Plath)",
"Bildungsroman Overview","Week 19","Midnight’s Children (Salman Rushdie)",
"Bildungsroman Overview","Week 20","Midnight’s Children (Salman Rushdie)",
"Bildungsroman Overview","Week 21","Midnight’s Children (Salman Rushdie)",
"Bildungsroman Overview","Week 22","Norwegian Wood (Haruki Murakami)",
"Bildungsroman Overview","Week 23","Norwegian Wood (Haruki Murakami)",
"Bildungsroman Overview","Week 24","Norwegian Wood (Haruki Murakami)",
"Bildungsroman Overview","Week 25","The Flamethrowers (Rachel Kushner)",
"Bildungsroman Overview","Week 26","The Flamethrowers (Rachel Kushner)",
"Bildungsroman Overview","Week 27","The Flamethrowers (Rachel Kushner)",
"Bildungsroman Overview","Week 28","Call Me By Your Name (André Aciman)",
"Bildungsroman Overview","Week 29","Call Me By Your Name (André Aciman)",
"Bildungsroman Overview","Week 30","Call Me By Your Name (André Aciman)",
"British Literature 19th Century","Week 1","Pride and Prejudice (Jane Austen)",
"British Literature 19th Century","Week 2","Pride and Prejudice (Jane Austen)",
"British Literature 19th Century","Week 3","Pride and Prejudice (Jane Austen)",
"British Literature 19th Century","Week 4","Pride and Prejudice (Jane Austen)",
"British Literature 19th Century","Week 5","Pride and Prejudice (Jane Austen)",
"British Literature 19th Century","Week 6","Frankenstein (Mary Shelley)",
"British Literature 19th Century","Week 7","Frankenstein (Mary Shelley)",
"British Literature 19th Century","Week 8","Frankenstein (Mary Shelley)",
"British Literature 19th Century","Week 9","Frankenstein (Mary Shelley)",
"British Literature 19th Century","Week 10","Frankenstein (Mary Shelley)",
"British Literature 19th Century","Week 11","Jane Eyre (Charlotte Brontë)",
"British Literature 19th Century","Week 12","Jane Eyre (Charlotte Brontë)",
"British Literature 19th Century","Week 13","Jane Eyre (Charlotte Brontë)",
"British Literature 19th Century","Week 14","Jane Eyre (Charlotte Brontë)",
"British Literature 19th Century","Week 15","Jane Eyre (Charlotte Brontë)",
"British Literature 19th Century","Week 16","Wuthering Heights (Emily Brontë)",
"British Literature 19th Century","Week 17","Wuthering Heights (Emily Brontë)",
"British Literature 19th Century","Week 18","Wuthering Heights (Emily Brontë)",
"British Literature 19th Century","Week 19","Wuthering Heights (Emily Brontë)",
"British Literature 19th Century","Week 20","Wuthering Heights (Emily Brontë)",
"British Literature 19th Century","Week 21","Great Expectations (Charles Dickens)",
"British Literature 19th Century","Week 22","Great Expectations (Charles Dickens)",
"British Literature 19th Century","Week 23","Great Expectations (Charles Dickens)",
"British Literature 19th Century","Week 24","Great Expectations (Charles Dickens)",
"British Literature 19th Century","Week 25","Great Expectations (Charles Dickens)",
"British Literature 19th Century","Week 26","The Picture of Dorian Gray (Oscar Wilde)",
"British Literature 19th Century","Week 27","The Picture of Dorian Gray (Oscar Wilde)",
"British Literature 19th Century","Week 28","The Picture of Dorian Gray (Oscar Wilde)",
"British Literature 19th Century","Week 29","The Picture of Dorian Gray (Oscar Wilde)",
"British Literature 19th Century","Week 30","The Picture of Dorian Gray (Oscar Wilde)",
"Campus Novel Overview","Week 1","The Groves of Academe (Mary McCarthy)",
"Campus Novel Overview","Week 2","The Groves of Academe (Mary McCarthy)",
"Campus Novel Overview","Week 3","The Groves of Academe (Mary McCarthy)",
"Campus Novel Overview","Week 4","The Human Stain (Philip Roth)",
"Campus Novel Overview","Week 5","The Human Stain (Philip Roth)",
"Campus Novel Overview","Week 6","The Human Stain (Philip Roth)",
"Campus Novel Overview","Week 7","Rebel Angels (Robertson Davies)",
"Campus Novel Overview","Week 8","Rebel Angels (Robertson Davies)",
"Campus Novel Overview","Week 9","Rebel Angels (Robertson Davies)",
"Campus Novel Overview","Week 10","Disgrace (JM Coetzee)",
"Campus Novel Overview","Week 11","Disgrace (JM Coetzee)",
"Campus Novel Overview","Week 12","Disgrace (JM Coetzee)",
"Campus Novel Overview","Week 13","Wonder Boys (Michael Chabon)",
"Campus Novel Overview","Week 14","Wonder Boys (Michael Chabon)",
"Campus Novel Overview","Week 15","Wonder Boys (Michael Chabon)",
"Campus Novel Overview","Week 16","Dear Committee Members (Julie Schumacher)",
"Campus Novel Overview","Week 17","Dear Committee Members (Julie Schumacher)",
"Campus Novel Overview","Week 18","Dear Committee Members (Julie Schumacher)",
"Campus Novel Overview","Week 19","On Beauty (Zadie Smith)",
"Campus Novel Overview","Week 20","On Beauty (Zadie Smith)",
"Campus Novel Overview","Week 21","On Beauty (Zadie Smith)",
"Campus Novel Overview","Week 22","Chemistry (Weike Wang)",
"Campus Novel Overview","Week 23","Chemistry (Weike Wang)",
"Campus Novel Overview","Week 24","Chemistry (Weike Wang)",
"Campus Novel Overview","Week 25","Straight Man (Richard Russo)",
"Campus Novel Overview","Week 26","Straight Man (Richard Russo)",
"Campus Novel Overview","Week 27","Straight Man (Richard Russo)",
"Campus Novel Overview","Week 28","The Secret History (Donna Tartt)",
"Campus Novel Overview","Week 29","The Secret History (Donna Tartt)",
"Campus Novel Overview","Week 30","The Secret History (Donna Tartt)",
"Canon Close Reading Pt 1","Week 1","The Epic of Gilgamesh (Excerpts)",
"Canon Close Reading Pt 1","Week 2","The Epic of Gilgamesh (Excerpts)",
"Canon Close Reading Pt 1","Week 3","The Epic of Gilgamesh (Excerpts)",
"Canon Close Reading Pt 1","Week 4","The Epic of Gilgamesh (Excerpts)",
"Canon Close Reading Pt 1","Week 5","The Epic of Gilgamesh (Excerpts)",
"Canon Close Reading Pt 1","Week 6","The Odyssey (Homer - Excerpts)",
"Canon Close Reading Pt 1","Week 7","The Odyssey (Homer - Excerpts)",
"Canon Close Reading Pt 1","Week 8","The Odyssey (Homer - Excerpts)",
"Canon Close Reading Pt 1","Week 9","The Odyssey (Homer - Excerpts)",
"Canon Close Reading Pt 1","Week 10","The Odyssey (Homer - Excerpts)",
"Canon Close Reading Pt 1","Week 11","Oedipus Rex (Sophocles)",
"Canon Close Reading Pt 1","Week 12","Oedipus Rex (Sophocles)",
"Canon Close Reading Pt 1","Week 13","Oedipus Rex (Sophocles)",
"Canon Close Reading Pt 1","Week 14","Oedipus Rex (Sophocles)",
"Canon Close Reading Pt 1","Week 15","Oedipus Rex (Sophocles)",
"Canon Close Reading Pt 1","Week 16","The Aeneid (Virgil - Excerpts)",
"Canon Close Reading Pt 1","Week 17","The Aeneid (Virgil - Excerpts)",
"Canon Close Reading Pt 1","Week 18","The Aeneid (Virgil - Excerpts)",
"Canon Close Reading Pt 1","Week 19","The Aeneid (Virgil - Excerpts)",
"Canon Close Reading Pt 1","Week 20","The Aeneid (Virgil - Excerpts)",
"Canon Close Reading Pt 1","Week 21","Metamorphoses (Ovid - Selections)",
"Canon Close Reading Pt 1","Week 22","Metamorphoses (Ovid - Selections)",
"Canon Close Reading Pt 1","Week 23","Metamorphoses (Ovid - Selections)",
"Canon Close Reading Pt 1","Week 24","Metamorphoses (Ovid - Selections)",
"Canon Close Reading Pt 1","Week 25","Metamorphoses (Ovid - Selections)",
"Canon Close Reading Pt 1","Week 26","Beowulf (Excerpts)",
"Canon Close Reading Pt 1","Week 27","Beowulf (Excerpts)",
"Canon Close Reading Pt 1","Week 28","Beowulf (Excerpts)",
"Canon Close Reading Pt 1","Week 29","Beowulf (Excerpts)",
"Canon Close Reading Pt 1","Week 30","Beowulf (Excerpts)",
"Canon Close Reading Pt 10","Week 1","Ulysses (James Joyce - Excerpts) / Dubliners (Focus Story)",
"Canon Close Reading Pt 10","Week 2","Ulysses (James Joyce - Excerpts) / Dubliners (Focus Story)",
"Canon Close Reading Pt 10","Week 3","Ulysses (James Joyce - Excerpts) / Dubliners (Focus Story)",
"Canon Close Reading Pt 10","Week 4","Ulysses (James Joyce - Excerpts) / Dubliners (Focus Story)",
"Canon Close Reading Pt 10","Week 5","Ulysses (James Joyce - Excerpts) / Dubliners (Focus Story)",
"Canon Close Reading Pt 10","Week 6","Mrs. Dalloway (Virginia Woolf - Excerpts) / To the Lighthouse (Focus)",
"Canon Close Reading Pt 10","Week 7","Mrs. Dalloway (Virginia Woolf - Excerpts) / To the Lighthouse (Focus)",
"Canon Close Reading Pt 10","Week 8","Mrs. Dalloway (Virginia Woolf - Excerpts) / To the Lighthouse (Focus)",
"Canon Close Reading Pt 10","Week 9","Mrs. Dalloway (Virginia Woolf - Excerpts) / To the Lighthouse (Focus)",
"Canon Close Reading Pt 10","Week 10","Mrs. Dalloway (Virginia Woolf - Excerpts) / To the Lighthouse (Focus)",
"Canon Close Reading Pt 10","Week 11","The Metamorphosis (Franz Kafka)",
"Canon Close Reading Pt 10","Week 12","The Metamorphosis (Franz Kafka)",
"Canon Close Reading Pt 10","Week 13","The Metamorphosis (Franz Kafka)",
"Canon Close Reading Pt 10","Week 14","The Metamorphosis (Franz Kafka)",
"Canon Close Reading Pt 10","Week 15","The Metamorphosis (Franz Kafka)",
"Canon Close Reading Pt 10","Week 16","The Stranger (Albert Camus)",
"Canon Close Reading Pt 10","Week 17","The Stranger (Albert Camus)",
"Canon Close Reading Pt 10","Week 18","The Stranger (Albert Camus)",
"Canon Close Reading Pt 10","Week 19","The Stranger (Albert Camus)",
"Canon Close Reading Pt 10","Week 20","The Stranger (Albert Camus)",
"Canon Close Reading Pt 10","Week 21","Waiting for Godot (Samuel Beckett)",
"Canon Close Reading Pt 10","Week 22","Waiting for Godot (Samuel Beckett)",
"Canon Close Reading Pt 10","Week 23","Waiting for Godot (Samuel Beckett)",
"Canon Close Reading Pt 10","Week 24","Waiting for Godot (Samuel Beckett)",
"Canon Close Reading Pt 10","Week 25","Waiting for Godot (Samuel Beckett)",
"Canon Close Reading Pt 10","Week 26","One Hundred Years of Solitude (Gabriel García Márquez - Excerpts)",
"Canon Close Reading Pt 10","Week 27","One Hundred Years of Solitude (Gabriel García Márquez - Excerpts)",
"Canon Close Reading Pt 10","Week 28","One Hundred Years of Solitude (Gabriel García Márquez - Excerpts)",
"Canon Close Reading Pt 10","Week 29","One Hundred Years of Solitude (Gabriel García Márquez - Excerpts)",
"Canon Close Reading Pt 10","Week 30","One Hundred Years of Solitude (Gabriel García Márquez - Excerpts)",
"Canon Close Reading Pt 11","Week 1","Beloved (Toni Morrison - Excerpts)",
"Canon Close Reading Pt 11","Week 2","Beloved (Toni Morrison - Excerpts)",
"Canon Close Reading Pt 11","Week 3","Beloved (Toni Morrison - Excerpts)",
"Canon Close Reading Pt 11","Week 4","Beloved (Toni Morrison - Excerpts)",
"Canon Close Reading Pt 11","Week 5","Beloved (Toni Morrison - Excerpts)",
"Canon Close Reading Pt 11","Week 6","Midnight's Children (Salman Rushdie - Excerpts)",
"Canon Close Reading Pt 11","Week 7","Midnight's Children (Salman Rushdie - Excerpts)",
"Canon Close Reading Pt 11","Week 8","Midnight's Children (Salman Rushdie - Excerpts)",
"Canon Close Reading Pt 11","Week 9","Midnight's Children (Salman Rushdie - Excerpts)",
"Canon Close Reading Pt 11","Week 10","Midnight's Children (Salman Rushdie - Excerpts)",
"Canon Close Reading Pt 11","Week 11","Disgrace (J.M. Coetzee)",
"Canon Close Reading Pt 11","Week 12","Disgrace (J.M. Coetzee)",
"Canon Close Reading Pt 11","Week 13","Disgrace (J.M. Coetzee)",
"Canon Close Reading Pt 11","Week 14","Disgrace (J.M. Coetzee)",
"Canon Close Reading Pt 11","Week 15","Disgrace (J.M. Coetzee)",
"Canon Close Reading Pt 11","Week 16","The Remains of the Day (Kazuo Ishiguro)",
"Canon Close Reading Pt 11","Week 17","The Remains of the Day (Kazuo Ishiguro)",
"Canon Close Reading Pt 11","Week 18","The Remains of the Day (Kazuo Ishiguro)",
"Canon Close Reading Pt 11","Week 19","The Remains of the Day (Kazuo Ishiguro)",
"Canon Close Reading Pt 11","Week 20","The Remains of the Day (Kazuo Ishiguro)",
"Canon Close Reading Pt 11","Week 21","The Handmaid's Tale (Margaret Atwood - Excerpts)",
"Canon Close Reading Pt 11","Week 22","The Handmaid's Tale (Margaret Atwood - Excerpts)",
"Canon Close Reading Pt 11","Week 23","The Handmaid's Tale (Margaret Atwood - Excerpts)",
"Canon Close Reading Pt 11","Week 24","The Handmaid's Tale (Margaret Atwood - Excerpts)",
"Canon Close Reading Pt 11","Week 25","The Handmaid's Tale (Margaret Atwood - Excerpts)",
"Canon Close Reading Pt 11","Week 26","My Name is Red (Orhan Pamuk - Excerpts)",
"Canon Close Reading Pt 11","Week 27","My Name is Red (Orhan Pamuk - Excerpts)",
"Canon Close Reading Pt 11","Week 28","My Name is Red (Orhan Pamuk - Excerpts)",
"Canon Close Reading Pt 11","Week 29","My Name is Red (Orhan Pamuk - Excerpts)",
"Canon Close Reading Pt 11","Week 30","My Name is Red (Orhan Pamuk - Excerpts)",
"Canon Close Reading Pt 12 - Exploring Diverse Voices & Postcolonial Themes","Week 1","Things Fall Apart (Chinua Achebe - Excerpts)",
"Canon Close Reading Pt 12 - Exploring Diverse Voices & Postcolonial Themes","Week 2","Things Fall Apart (Chinua Achebe - Excerpts)",
"Canon Close Reading Pt 12 - Exploring Diverse Voices & Postcolonial Themes","Week 3","Things Fall Apart (Chinua Achebe - Excerpts)",
"Canon Close Reading Pt 12 - Exploring Diverse Voices & Postcolonial Themes","Week 4","Things Fall Apart (Chinua Achebe - Excerpts)",
"Canon Close Reading Pt 12 - Exploring Diverse Voices & Postcolonial Themes","Week 5","Things Fall Apart (Chinua Achebe - Excerpts)",
"Canon Close Reading Pt 12 - Exploring Diverse Voices & Postcolonial Themes","Week 6","Cairo Trilogy (Naguib Mahfouz - Selections)",
"Canon Close Reading Pt 12 - Exploring Diverse Voices & Postcolonial Themes","Week 7","Cairo Trilogy (Naguib Mahfouz - Selections)",
"Canon Close Reading Pt 12 - Exploring Diverse Voices & Postcolonial Themes","Week 8","Cairo Trilogy (Naguib Mahfouz - Selections)",
"Canon Close Reading Pt 12 - Exploring Diverse Voices & Postcolonial Themes","Week 9","Cairo Trilogy (Naguib Mahfouz - Selections)",
"Canon Close Reading Pt 12 - Exploring Diverse Voices & Postcolonial Themes","Week 10","Cairo Trilogy (Naguib Mahfouz - Selections)",
"Canon Close Reading Pt 12 - Exploring Diverse Voices & Postcolonial Themes","Week 11","A House for Mr Biswas (V.S. Naipaul - Excerpts)",
"Canon Close Reading Pt 12 - Exploring Diverse Voices & Postcolonial Themes","Week 12","A House for Mr Biswas (V.S. Naipaul - Excerpts)",
"Canon Close Reading Pt 12 - Exploring Diverse Voices & Postcolonial Themes","Week 13","A House for Mr Biswas (V.S. Naipaul - Excerpts)",
"Canon Close Reading Pt 12 - Exploring Diverse Voices & Postcolonial Themes","Week 14","A House for Mr Biswas (V.S. Naipaul - Excerpts)",
"Canon Close Reading Pt 12 - Exploring Diverse Voices & Postcolonial Themes","Week 15","A House for Mr Biswas (V.S. Naipaul - Excerpts)",
"Canon Close Reading Pt 12 - Exploring Diverse Voices & Postcolonial Themes","Week 16","Omeros (Derek Walcott - Selected Poetry/Excerpts)",
"Canon Close Reading Pt 12 - Exploring Diverse Voices & Postcolonial Themes","Week 17","Omeros (Derek Walcott - Selected Poetry/Excerpts)",
"Canon Close Reading Pt 12 - Exploring Diverse Voices & Postcolonial Themes","Week 18","Omeros (Derek Walcott - Selected Poetry/Excerpts)",
"Canon Close Reading Pt 12 - Exploring Diverse Voices & Postcolonial Themes","Week 19","Omeros (Derek Walcott - Selected Poetry/Excerpts)",
"Canon Close Reading Pt 12 - Exploring Diverse Voices & Postcolonial Themes","Week 20","Omeros (Derek Walcott - Selected Poetry/Excerpts)",
"Canon Close Reading Pt 12 - Exploring Diverse Voices & Postcolonial Themes","Week 21","Death and the King's Horseman (Wole Soyinka)",
"Canon Close Reading Pt 12 - Exploring Diverse Voices & Postcolonial Themes","Week 22","Death and the King's Horseman (Wole Soyinka)",
"Canon Close Reading Pt 12 - Exploring Diverse Voices & Postcolonial Themes","Week 23","Death and the King's Horseman (Wole Soyinka)",
"Canon Close Reading Pt 12 - Exploring Diverse Voices & Postcolonial Themes","Week 24","Death and the King's Horseman (Wole Soyinka)",
"Canon Close Reading Pt 12 - Exploring Diverse Voices & Postcolonial Themes","Week 25","Death and the King's Horseman (Wole Soyinka)",
"Canon Close Reading Pt 12 - Exploring Diverse Voices & Postcolonial Themes","Week 26","July's People (Nadine Gordimer - Excerpts)",
"Canon Close Reading Pt 12 - Exploring Diverse Voices & Postcolonial Themes","Week 27","July's People (Nadine Gordimer - Excerpts)",
"Canon Close Reading Pt 12 - Exploring Diverse Voices & Postcolonial Themes","Week 28","July's People (Nadine Gordimer - Excerpts)",
"Canon Close Reading Pt 12 - Exploring Diverse Voices & Postcolonial Themes","Week 29","July's People (Nadine Gordimer - Excerpts)",
"Canon Close Reading Pt 12 - Exploring Diverse Voices & Postcolonial Themes","Week 30","July's People (Nadine Gordimer - Excerpts)",
"Canon Close Reading Pt 13 - Modern European Masters","Week 1","If on a Winter's Night a Traveler (Italo Calvino - Excerpts)",
"Canon Close Reading Pt 13 - Modern European Masters","Week 2","If on a Winter's Night a Traveler (Italo Calvino - Excerpts)",
"Canon Close Reading Pt 13 - Modern European Masters","Week 3","If on a Winter's Night a Traveler (Italo Calvino - Excerpts)",
"Canon Close Reading Pt 13 - Modern European Masters","Week 4","If on a Winter's Night a Traveler (Italo Calvino - Excerpts)",
"Canon Close Reading Pt 13 - Modern European Masters","Week 5","If on a Winter's Night a Traveler (Italo Calvino - Excerpts)",
"Canon Close Reading Pt 13 - Modern European Masters","Week 6","The Unbearable Lightness of Being (Milan Kundera - Excerpts)",
"Canon Close Reading Pt 13 - Modern European Masters","Week 7","The Unbearable Lightness of Being (Milan Kundera - Excerpts)",
"Canon Close Reading Pt 13 - Modern European Masters","Week 8","The Unbearable Lightness of Being (Milan Kundera - Excerpts)",
"Canon Close Reading Pt 13 - Modern European Masters","Week 9","The Unbearable Lightness of Being (Milan Kundera - Excerpts)",
"Canon Close Reading Pt 13 - Modern European Masters","Week 10","The Unbearable Lightness of Being (Milan Kundera - Excerpts)",
"Canon Close Reading Pt 13 - Modern European Masters","Week 11","The Tin Drum (Günter Grass - Excerpts)",
"Canon Close Reading Pt 13 - Modern European Masters","Week 12","The Tin Drum (Günter Grass - Excerpts)",
"Canon Close Reading Pt 13 - Modern European Masters","Week 13","The Tin Drum (Günter Grass - Excerpts)",
"Canon Close Reading Pt 13 - Modern European Masters","Week 14","The Tin Drum (Günter Grass - Excerpts)",
"Canon Close Reading Pt 13 - Modern European Masters","Week 15","The Tin Drum (Günter Grass - Excerpts)",
"Canon Close Reading Pt 13 - Modern European Masters","Week 16","Blindness (José Saramago - Excerpts)",
"Canon Close Reading Pt 13 - Modern European Masters","Week 17","Blindness (José Saramago - Excerpts)",
"Canon Close Reading Pt 13 - Modern European Masters","Week 18","Blindness (José Saramago - Excerpts)",
"Canon Close Reading Pt 13 - Modern European Masters","Week 19","Blindness (José Saramago - Excerpts)",
"Canon Close Reading Pt 13 - Modern European Masters","Week 20","Blindness (José Saramago - Excerpts)",
"Canon Close Reading Pt 13 - Modern European Masters","Week 21","The Name of the Rose (Umberto Eco - Excerpts)",
"Canon Close Reading Pt 13 - Modern European Masters","Week 22","The Name of the Rose (Umberto Eco - Excerpts)",
"Canon Close Reading Pt 13 - Modern European Masters","Week 23","The Name of the Rose (Umberto Eco - Excerpts)",
"Canon Close Reading Pt 13 - Modern European Masters","Week 24","The Name of the Rose (Umberto Eco - Excerpts)",
"Canon Close Reading Pt 13 - Modern European Masters","Week 25","The Name of the Rose (Umberto Eco - Excerpts)",
"Canon Close Reading Pt 13 - Modern European Masters","Week 26","Cassandra (Christa Wolf - Excerpts)",
"Canon Close Reading Pt 13 - Modern European Masters","Week 27","Cassandra (Christa Wolf - Excerpts)",
"Canon Close Reading Pt 13 - Modern European Masters","Week 28","Cassandra (Christa Wolf - Excerpts)",
"Canon Close Reading Pt 13 - Modern European Masters","Week 29","Cassandra (Christa Wolf - Excerpts)",
"Canon Close Reading Pt 13 - Modern European Masters","Week 30","Cassandra (Christa Wolf - Excerpts)",
"Canon Close Reading Pt 14 - Contemporary American Perspectives","Week 1","American Pastoral (Philip Roth - Excerpts)",
"Canon Close Reading Pt 14 - Contemporary American Perspectives","Week 2","American Pastoral (Philip Roth - Excerpts)",
"Canon Close Reading Pt 14 - Contemporary American Perspectives","Week 3","American Pastoral (Philip Roth - Excerpts)",
"Canon Close Reading Pt 14 - Contemporary American Perspectives","Week 4","American Pastoral (Philip Roth - Excerpts)",
"Canon Close Reading Pt 14 - Contemporary American Perspectives","Week 5","American Pastoral (Philip Roth - Excerpts)",
"Canon Close Reading Pt 14 - Contemporary American Perspectives","Week 6","White Noise (Don DeLillo - Excerpts)",
"Canon Close Reading Pt 14 - Contemporary American Perspectives","Week 7","White Noise (Don DeLillo - Excerpts)",
"Canon Close Reading Pt 14 - Contemporary American Perspectives","Week 8","White Noise (Don DeLillo - Excerpts)",
"Canon Close Reading Pt 14 - Contemporary American Perspectives","Week 9","White Noise (Don DeLillo - Excerpts)",
"Canon Close Reading Pt 14 - Contemporary American Perspectives","Week 10","White Noise (Don DeLillo - Excerpts)",
"Canon Close Reading Pt 14 - Contemporary American Perspectives","Week 11","Blood Meridian (Cormac McCarthy - Excerpts)",
"Canon Close Reading Pt 14 - Contemporary American Perspectives","Week 12","Blood Meridian (Cormac McCarthy - Excerpts)",
"Canon Close Reading Pt 14 - Contemporary American Perspectives","Week 13","Blood Meridian (Cormac McCarthy - Excerpts)",
"Canon Close Reading Pt 14 - Contemporary American Perspectives","Week 14","Blood Meridian (Cormac McCarthy - Excerpts)",
"Canon Close Reading Pt 14 - Contemporary American Perspectives","Week 15","Blood Meridian (Cormac McCarthy - Excerpts)",
"Canon Close Reading Pt 14 - Contemporary American Perspectives","Week 16","Song of Solomon (Toni Morrison - Excerpts)",
"Canon Close Reading Pt 14 - Contemporary American Perspectives","Week 17","Song of Solomon (Toni Morrison - Excerpts)",
"Canon Close Reading Pt 14 - Contemporary American Perspectives","Week 18","Song of Solomon (Toni Morrison - Excerpts)",
"Canon Close Reading Pt 14 - Contemporary American Perspectives","Week 19","Song of Solomon (Toni Morrison - Excerpts)",
"Canon Close Reading Pt 14 - Contemporary American Perspectives","Week 20","Song of Solomon (Toni Morrison - Excerpts)",
"Canon Close Reading Pt 14 - Contemporary American Perspectives","Week 21","Placeholder: Selected Short Stories (Raymond Carver)",
"Canon Close Reading Pt 14 - Contemporary American Perspectives","Week 22","Placeholder: Selected Short Stories (Raymond Carver)",
"Canon Close Reading Pt 14 - Contemporary American Perspectives","Week 23","Placeholder: Selected Short Stories (Raymond Carver)",
"Canon Close Reading Pt 14 - Contemporary American Perspectives","Week 24","Placeholder: Selected Short Stories (Raymond Carver)",
"Canon Close Reading Pt 14 - Contemporary American Perspectives","Week 25","Placeholder: Selected Short Stories (Raymond Carver)",
"Canon Close Reading Pt 14 - Contemporary American Perspectives","Week 26","Placeholder: Selected Essays / Infinite Jest (David Foster Wallace - Excerpts)",
"Canon Close Reading Pt 14 - Contemporary American Perspectives","Week 27","Placeholder: Selected Essays / Infinite Jest (David Foster Wallace - Excerpts)",
"Canon Close Reading Pt 14 - Contemporary American Perspectives","Week 28","Placeholder: Selected Essays / Infinite Jest (David Foster Wallace - Excerpts)",
"Canon Close Reading Pt 14 - Contemporary American Perspectives","Week 29","Placeholder: Selected Essays / Infinite Jest (David Foster Wallace - Excerpts)",
"Canon Close Reading Pt 14 - Contemporary American Perspectives","Week 30","Placeholder: Selected Essays / Infinite Jest (David Foster Wallace - Excerpts)",
"Canon Close Reading Pt 15 - Global Contemporary Voices","Week 1","Kafka on the Shore (Haruki Murakami - Excerpts)",
"Canon Close Reading Pt 15 - Global Contemporary Voices","Week 2","Kafka on the Shore (Haruki Murakami - Excerpts)",
"Canon Close Reading Pt 15 - Global Contemporary Voices","Week 3","Kafka on the Shore (Haruki Murakami - Excerpts)",
"Canon Close Reading Pt 15 - Global Contemporary Voices","Week 4","Kafka on the Shore (Haruki Murakami - Excerpts)",
"Canon Close Reading Pt 15 - Global Contemporary Voices","Week 5","Kafka on the Shore (Haruki Murakami - Excerpts)",
"Canon Close Reading Pt 15 - Global Contemporary Voices","Week 6","The God of Small Things (Arundhati Roy - Excerpts)",
"Canon Close Reading Pt 15 - Global Contemporary Voices","Week 7","The God of Small Things (Arundhati Roy - Excerpts)",
"Canon Close Reading Pt 15 - Global Contemporary Voices","Week 8","The God of Small Things (Arundhati Roy - Excerpts)",
"Canon Close Reading Pt 15 - Global Contemporary Voices","Week 9","The God of Small Things (Arundhati Roy - Excerpts)",
"Canon Close Reading Pt 15 - Global Contemporary Voices","Week 10","The God of Small Things (Arundhati Roy - Excerpts)",
"Canon Close Reading Pt 15 - Global Contemporary Voices","Week 11","Austerlitz (W.G. Sebald - Excerpts)",
"Canon Close Reading Pt 15 - Global Contemporary Voices","Week 12","Austerlitz (W.G. Sebald - Excerpts)",
"Canon Close Reading Pt 15 - Global Contemporary Voices","Week 13","Austerlitz (W.G. Sebald - Excerpts)",
